epoch,time,train/pose_loss,train/kobj_loss,train/cls_loss,train/color_loss,train/size_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),color_accuracy,acc/color,acc/size,val/pose_loss,val/kobj_loss,val/cls_loss,val/color_loss,val/size_loss,lr/pg0,lr/pg1,lr/pg2
214,7465.45,15.0542,0.06468,1.25918,0.50509,0.3043,0.86619,0.80309,0.8629,0.83916,0.86619,0.80309,0.8629,0.83916,0.97104,0.97104,0,12.4305,0.02922,1.06313,0.39773,0.24191,3.22646e-05,3.22646e-05,3.22646e-05
215,7499.07,14.8653,0.06163,1.24028,0.48812,0.30566,0.8684,0.80279,0.86255,0.83902,0.8684,0.80279,0.86255,0.83902,0.97191,0.97191,0,12.4359,0.02924,1.06138,0.39731,0.24184,3.13511e-05,3.13511e-05,3.13511e-05
216,7533.99,14.7006,0.06094,1.21693,0.49027,0.29735,0.86862,0.80218,0.86265,0.83933,0.86862,0.80218,0.86265,0.83933,0.97227,0.97227,0,12.4317,0.02925,1.05918,0.3967,0.24139,3.045e-05,3.045e-05,3.045e-05
217,7570.48,14.7751,0.06228,1.22566,0.48313,0.29718,0.86895,0.80278,0.86246,0.83909,0.86895,0.80278,0.86246,0.83909,0.97128,0.97128,0,12.4292,0.02923,1.05767,0.39661,0.24122,2.95613e-05,2.95613e-05,2.95613e-05
218,7605.31,14.8586,0.06553,1.22309,0.4914,0.29207,0.87086,0.80239,0.86305,0.8397,0.87086,0.80239,0.86305,0.8397,0.97044,0.97044,0,12.4272,0.02922,1.05659,0.39658,0.24112,2.86853e-05,2.86853e-05,2.86853e-05
219,7639.83,14.758,0.06098,1.22476,0.47761,0.29936,0.87263,0.80066,0.8624,0.83906,0.87263,0.80066,0.8624,0.83906,0.96999,0.96999,0,12.4254,0.02922,1.05596,0.39707,0.24125,2.78221e-05,2.78221e-05,2.78221e-05
220,7676.83,14.7725,0.06351,1.23627,0.50626,0.30001,0.87238,0.80154,0.86191,0.83848,0.87238,0.80154,0.86191,0.83848,0.9691,0.9691,0,12.4277,0.02924,1.05498,0.39713,0.24105,2.69716e-05,2.69716e-05,2.69716e-05
221,7712.51,14.7105,0.06076,1.21743,0.47975,0.2918,0.85753,0.80981,0.86298,0.83952,0.85753,0.80981,0.86298,0.83952,0.96845,0.96845,0,12.4305,0.0292,1.05381,0.39716,0.24076,2.61341e-05,2.61341e-05,2.61341e-05
222,7748.8,14.6998,0.06064,1.22529,0.47183,0.30371,0.87391,0.79752,0.86138,0.83796,0.87391,0.79752,0.86138,0.83796,0.96814,0.96814,0,12.4345,0.02923,1.05342,0.39744,0.24093,2.53097e-05,2.53097e-05,2.53097e-05
223,7783.36,14.6576,0.06299,1.21648,0.48505,0.2889,0.87133,0.79801,0.86226,0.83857,0.87133,0.79801,0.86226,0.83857,0.96935,0.96935,0,12.4346,0.02926,1.0522,0.39757,0.24082,2.44985e-05,2.44985e-05,2.44985e-05
224,7817.05,14.6956,0.06552,1.21061,0.48751,0.29668,0.86409,0.80758,0.86329,0.84028,0.86409,0.80758,0.86329,0.84028,0.96982,0.96982,0,12.4391,0.02927,1.05161,0.39788,0.24093,2.37005e-05,2.37005e-05,2.37005e-05
225,7852.62,14.6909,0.06057,1.21464,0.47396,0.29688,0.85613,0.80982,0.86291,0.84017,0.85613,0.80982,0.86291,0.84017,0.96899,0.96899,0,12.4397,0.02928,1.05117,0.39806,0.24112,2.2916e-05,2.2916e-05,2.2916e-05
226,7888.94,14.7319,0.06604,1.21804,0.4859,0.29498,0.87017,0.80169,0.86388,0.84095,0.87017,0.80169,0.86388,0.84095,0.96973,0.96973,0,12.4339,0.0292,1.04897,0.39694,0.24016,2.21449e-05,2.21449e-05,2.21449e-05
227,7926.02,14.6853,0.06261,1.22402,0.48335,0.2972,0.87002,0.80248,0.86432,0.84132,0.87002,0.80248,0.86432,0.84132,0.96997,0.96997,0,12.4389,0.02927,1.04785,0.39676,0.23974,2.13874e-05,2.13874e-05,2.13874e-05
228,7961.89,14.6641,0.06118,1.20449,0.48112,0.2916,0.87112,0.80272,0.86379,0.84086,0.87112,0.80272,0.86379,0.84086,0.96938,0.96938,0,12.4343,0.02919,1.046,0.39581,0.2389,2.06436e-05,2.06436e-05,2.06436e-05
229,7997.07,14.6409,0.06255,1.19412,0.47453,0.28705,0.86933,0.80495,0.86457,0.84149,0.86933,0.80495,0.86457,0.84149,0.97036,0.97036,0,12.4376,0.02918,1.04429,0.39492,0.23796,1.99135e-05,1.99135e-05,1.99135e-05
230,8032.1,14.449,0.06073,1.19704,0.46977,0.28634,0.8684,0.80534,0.86395,0.84068,0.8684,0.80534,0.86395,0.84068,0.97006,0.97006,0,12.4422,0.0292,1.04307,0.39456,0.23757,1.91974e-05,1.91974e-05,1.91974e-05
231,8068.5,14.6648,0.06099,1.19741,0.47375,0.28705,0.86523,0.80853,0.86365,0.84069,0.86523,0.80853,0.86365,0.84069,0.97002,0.97002,0,12.4424,0.0292,1.04141,0.39405,0.23713,1.84952e-05,1.84952e-05,1.84952e-05
232,8103.67,14.6664,0.06178,1.21266,0.47274,0.28548,0.86635,0.80728,0.86551,0.84259,0.86635,0.80728,0.86551,0.84259,0.97057,0.97057,0,12.4403,0.02915,1.03965,0.3929,0.23615,1.7807e-05,1.7807e-05,1.7807e-05
233,8137.85,14.6324,0.06283,1.20623,0.47759,0.2944,0.8648,0.80842,0.86635,0.84359,0.8648,0.80842,0.86635,0.84359,0.97055,0.97055,0,12.4416,0.02917,1.03838,0.39238,0.23571,1.71331e-05,1.71331e-05,1.71331e-05
234,8172.82,14.5644,0.06326,1.20291,0.47637,0.29048,0.85997,0.81052,0.86697,0.84391,0.85997,0.81052,0.86697,0.84391,0.97078,0.97078,0,12.4366,0.02905,1.03647,0.39078,0.23467,1.64733e-05,1.64733e-05,1.64733e-05
235,8208.43,14.6118,0.06122,1.19205,0.47303,0.29027,0.86336,0.81198,0.86804,0.84504,0.86336,0.81198,0.86804,0.84504,0.97077,0.97077,0,12.4383,0.02904,1.03491,0.38945,0.23363,1.58279e-05,1.58279e-05,1.58279e-05
236,8242.04,14.5525,0.05965,1.20192,0.46891,0.28763,0.86351,0.81227,0.86765,0.84469,0.86351,0.81227,0.86765,0.84469,0.96985,0.96985,0,12.4322,0.02893,1.03394,0.38815,0.23276,1.51969e-05,1.51969e-05,1.51969e-05
237,8275.2,14.633,0.06205,1.19021,0.47137,0.28708,0.86425,0.81052,0.86746,0.84455,0.86425,0.81052,0.86746,0.84455,0.97011,0.97011,0,12.4349,0.02887,1.0335,0.38703,0.23191,1.45804e-05,1.45804e-05,1.45804e-05
238,8310.33,14.6477,0.06173,1.20797,0.47464,0.28879,0.86446,0.8076,0.86598,0.84324,0.86446,0.8076,0.86598,0.84324,0.96917,0.96917,0,12.4351,0.02882,1.03364,0.38586,0.23129,1.39785e-05,1.39785e-05,1.39785e-05
239,8345.05,14.5772,0.06199,1.19847,0.47216,0.28518,0.86195,0.80597,0.86565,0.84272,0.86195,0.80597,0.86565,0.84272,0.97001,0.97001,0,12.4382,0.0288,1.03345,0.3851,0.23078,1.33912e-05,1.33912e-05,1.33912e-05
240,8381.2,14.7104,0.065,1.20018,0.48737,0.29663,0.85169,0.81048,0.86455,0.84203,0.85169,0.81048,0.86455,0.84203,0.97129,0.97129,0,12.4441,0.02877,1.03447,0.38432,0.2304,1.28187e-05,1.28187e-05,1.28187e-05
241,8415.94,14.5599,0.06332,1.20607,0.47263,0.29311,0.85201,0.81007,0.86399,0.84141,0.85201,0.81007,0.86399,0.84141,0.97252,0.97252,0,12.4526,0.02879,1.03589,0.38345,0.22997,1.22609e-05,1.22609e-05,1.22609e-05
242,8448.41,14.6634,0.06344,1.20443,0.47875,0.29131,0.85391,0.80775,0.86312,0.84047,0.85391,0.80775,0.86312,0.84047,0.9725,0.9725,0,12.4556,0.02877,1.03687,0.38288,0.22957,1.17181e-05,1.17181e-05,1.17181e-05
243,8484.08,14.644,0.0609,1.21311,0.48934,0.29513,0.85489,0.80553,0.86197,0.83942,0.85489,0.80553,0.86197,0.83942,0.97213,0.97213,0,12.4625,0.02877,1.03833,0.38229,0.22924,1.11902e-05,1.11902e-05,1.11902e-05
244,8516.65,14.6055,0.06161,1.19305,0.47217,0.28646,0.85881,0.80298,0.86071,0.83839,0.85881,0.80298,0.86071,0.83839,0.97118,0.97118,0,12.4662,0.02874,1.04028,0.38203,0.22913,1.06773e-05,1.06773e-05,1.06773e-05
